Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
Dimanche: Le Journal d'un Seul Jour,Yves Klein,3137,"(French, 1928–1962)",(French),(1928),(1962),(male),1960,Letterpress,"page (each): 22 x 15"" (55.9 x 38.1 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3590.2008,Print,Drawings & Prints,2008-10-08,Y,136281,https://www.moma.org/collection/works/136281,https://www.moma.org/media/W1siZiIsIjM0MjA3NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d584e68302614a68,,,,,55.8801117602,,,38.1000762002,,
Grid from Lumen Series,Marko Spalatin,5553,"(American, born 1945)",(American),(1945),(0),(male),1970,One from a portfolio of twenty screenprints,,John B. Turner Fund,196.1970.10,Print,Drawings & Prints,1970-05-12,Y,64197,https://www.moma.org/collection/works/64197,,,,,,,,,,,
Untitled,Manuel Angeles Ortiz,183,"(Spanish, 1896–1984)",(Spanish),(1895),(1984),(male),1942,,,Inter-American Fund,758.1942.5,Print,Drawings & Prints,,N,84673,,,,,,,,,,,,
"The Arts Club of Chicago, Chicago, IL (Main lobby corner detail. Interior perspective. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1948—1951,Pencil on paper,(15.2 x 21.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR4812.41,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,462071,,,,,,,,,,,,
First Warrior. Costume design for the ballet Pocahontas,Karl Free,1982,"(American, 1903–1947)",(American),(1903),(1947),(male),c. 1936,"Tempera, ink, and pencil on board","14 3/4 x 7 1/2"" (37.5 x 19.1 cm)",Gift of the artist,508.1941.2,Drawing,Drawings & Prints,1941-01-01,Y,85956,https://www.moma.org/collection/works/85956,https://www.moma.org/media/W1siZiIsIjQ0MTM5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=9eda20009323bccb,,,,,37.4651,,,19.05,,
"IIT Lewis Institute Building, Chicago, IL (Floor plans.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1945,"Colored pencils (red, yellow) on paper",(57.1 x 44.4 cm.),"Mies van der Rohe Archive, gift of the architect",MR4514.1,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,458781,,,,,,,,,,,,
Fluxus 1,Various Artists,24409,,(),(0),(0),(),c. 1966,"Book with offset, metal bolts and stamped ink, containing objects in various media, in wood box",,The Gilbert and Lila Silverman Fluxus Collection Gift,3083.2008.42,Illustrated Book,Drawings & Prints,,N,283808,,,,,,,,,,,,
"Homemade Hand-knit, 1958 from Scarred for Life, II",Tracey Moffatt,8041,"(Australian, born 1960)",(Australian),(1960),(0),(female),1999,One from a series of ten photolithographs,"sheet: 31 7/16 x 23 5/8"" (79.9 x 60 cm)",Virginia Cowles Schroth Fund,143.2000.5,Print,Drawings & Prints,2000-03-02,Y,164639,https://www.moma.org/collection/works/164639,https://www.moma.org/media/W1siZiIsIjI1NDc1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=926fa62d5c207e9c,,,,,79.9,,,60.0,,
Color separations for THE SLEEPWALKER (Le noctambule),Jean Dubuffet,1633,"(French, 1901–1985)",(French),(1901),(1985),(male),(1966),13 color separations for the color lithograph,,Gift of Mr. and Mrs. Ralph F. Colin,638.1966.6,Print,Drawings & Prints,1966-12-06,N,143548,,,,,,,,,,,,
Balloon,Roman Signer,7824,"(Swiss, born 1938)",(Swiss),(1938),(0),(male),1981,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1333.2007,Video,Media and Performance,2007-12-10,Y,114678,https://www.moma.org/collection/works/114678,https://www.moma.org/media/W1siZiIsIjE0NjM4MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a3add4523360394b,,,,,,,,,,120.0
"860/880 Lake Shore Drive Apartment Building, Chicago, IL (Building no. 1. Floor plan.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1948—1951,Pencil and colored pencil on vellum,(62.2 x 92.7 cm.),"Mies van der Rohe Archive, gift of the architect",MR4807.118,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,461952,,,,,,,,,,,,
THE MIRACULOUS MANDARIN SUITE,Colin Lanceley,3355,"(Australian, born 1938)",(Australian),(1938),(0),(male),(1966),Serigraphs,,D.S. and R.H. Gottesman Foundation Fund,2645.1967.1-7,Print,Drawings & Prints,1967-10-18,N,78245,,,,,,,,,,,,
Untitled from N (Napoleon),Rainer Küchenmeister,3280,(1926–2010),(),(1926),(2010),(male),1968,One from a portfolio of four lithographs,"composition (irreg.): 18 1/8 × 14 3/8"" (46 × 36.5 cm); sheet: 23 5/16 × 16 9/16"" (59.2 × 42 cm)",John S. Newberry Fund,886.1969.1,Print,Drawings & Prints,1969-10-28,N,149520,,,,,,,46.0,,,36.5,,
"Parkwyn Village Housing, Master Plan, Kalamazoo, Michigan",Frank Lloyd Wright,6459,"(American, 1867–1959)",(American),(1867),(1959),(male),1947,Drawing,"(1 x 1"")","The Frank Lloyd Wright Foundation Archives (The Museum of Modern Art | Avery Architectural & Fine Arts Library, Columbia University, New York)",FLW.DR.4806.018,Frank Lloyd Wright Archive,Architecture & Design,,N,200768,,,,,,,,,,,,
"Postcard and announcement for Untitled, Red/Blue and Untitled, Black/White",Louise Lawler,7928,"(American, born 1947)",(American),(1947),(0),(female),1978,Two offset lithographs,"sheet (each): 4 1/4 × 6 1/4"" (10.8 × 15.9 cm)",Anonymous gift,600.2016.1.a-b,Ephemera,Drawings & Prints,2016-06-08,Y,206054,https://www.moma.org/collection/works/206054,https://www.moma.org/media/W1siZiIsIjM3ODk5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=898478d4c7825db5,,,,,10.8,,,15.9,,
"Seagram Building, New York City, NY (Head det. at elev. control panel. Sections.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1954—1958,Pencil on paper,(45.7 x 64.1 cm.),"Mies van der Rohe Archive, gift of the architect",MRJB54.273,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,465332,,,,,,,,,,,,
Barges,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),c. 1989,"Etching and drypoint, with hand additions","plate: 14 7/8 x 11 15/16"" (37.8 x 30.3 cm)",Gift of the artist,484.1993,Print,Drawings & Prints,1993-11-17,Y,69942,https://www.moma.org/collection/works/69942,https://www.moma.org/media/W1siZiIsIjMxOTkxOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ca5d312b356e2cb9,,,,,37.8,,,30.3,,
Orozco Meets Victor Hugo at the Auction House,Enrique Chagoya,7480,"(American, born Mexico 1953)",(Mexican),(1953),(0),(male),2009,"Etching, aquatint, and drypoint with hand additions","plate: 12 15/16 x 17 1/2"" (32.8 x 44.5 cm); sheet: 20 x 22 1/16"" (50.8 x 56 cm)",Gift of Emily Fisher Landau,1364.2009,Print,Drawings & Prints,2009-11-17,Y,132397,https://www.moma.org/collection/works/132397,https://www.moma.org/media/W1siZiIsIjE5NTE5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=7a1a49cb8574cd51,,,,,32.8,,,44.5,,
97 rue du Bac,Eugène Atget,229,"(French, 1857–1927)",(French),(1857),(1927),(male),1903,Albumen silver print,"Approx. 8 11/16 × 7 1/16"" (22 × 18 cm)",Abbott-Levy Collection. Partial gift of Shirley C. Burden,1.1969.3185,Photograph,Photography,1968-03-06,Y,41308,https://www.moma.org/collection/works/41308,https://www.moma.org/media/W1siZiIsIjI4Mzc4MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=234bd3fbf82d12f7,,,,,,,,,,
Plate (page 71) from TAGEBÜCHER,Antonio Saura,5181,"(Spanish, 1930–1998)",(Spanish),(1930),(1998),(male),1988,,"irreg. composition  12 9/16 x 9 7/16"" (32 x 24 cm)",Mary Ellen Meehan Fund,477.1990.60,Illustrated Book,Drawings & Prints,1990-10-23,N,17746,,,,,,,32.0,,,24.0,,
"Seagram Building, New York City, NY (Reflected ceiling plan. 4th- to 10th-floor core.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1954—1958,Sepia print,(74.9 × 104.1 cm.),"Mies van der Rohe Archive, gift of the architect",MRJB54.481,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,465285,,,,,,,,,,,,
The Eye Attracts Diamonds,Joan Miró,4016,"(Spanish, 1893–1983)",(Spanish),(1893),(1983),(male),"February 9, 1974","Umbrella, partially painted wood, wire, paper, and plastic and cloth flowers","71 3/4 × 47 1/4 × 24 3/4"" (182.2 × 120 × 62.9 cm) excluding umbrella
88 1/2 × 70 1/4 × 55"" (224.8 × 178.4 × 139.7 cm)",Gift of the artist,1407.1974.a-c,Sculpture,Painting & Sculpture,1975-02-11,Y,82042,https://www.moma.org/collection/works/82042,https://www.moma.org/media/W1siZiIsIjQyNDg0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=241b7788b940e957,,,62.9,,182.2,,,120.0,,
Galerie Maeght 1966,Saul Steinberg,5627,"(American, born Romania. 1914–1999)",(American),(1914),(1999),(male),1966,Poster,"24 3/4 x 18 1/2"" (62.8 x 46.9 cm)",Gift of Mr. and Mrs. Leo Farland,2271.1967,Design,Architecture & Design,1967-10-18,N,8974,,,,,,,62.8,,,46.9,,
"Untitled, no. 45 of 69, from the illustrated book, Album",Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),1994,Photolithograph,"page: 8 1/4 x 10 1/2"" (21 x 26.6 cm)",Gift of the artist,196.1997.45,Illustrated Book,Drawings & Prints,1997-05-28,Y,177983,https://www.moma.org/collection/works/177983,https://www.moma.org/media/W1siZiIsIjMwMTAyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a9e211813959ba98,,,,,21.0,,,26.6,,
"IIT Metallurgical and Chemical Engineering Building (Perlstein Hall), Chicago, IL (Exterior perspective. Sketch.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1945—1946,Pencil on paper,(15.2 x 21.5 cm.),"Mies van der Rohe Archive, gift of the architect",MR4512.320,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,457932,,,,,,,,,,,,
Three Part Drawing Using Two Colors in Each Part,Sol LeWitt,3528,"(American, 1928–2007)",(American),(1928),(2007),(male),1970,Ink and colored ink on paper on canvas,"14 x 21"" (35.6 x 53.4 cm)",Ruth Vollmer Bequest,186.1982,Drawing,Drawings & Prints,1982-06-01,Y,35144,https://www.moma.org/collection/works/35144,https://www.moma.org/media/W1siZiIsIjM4MDE1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1b256c24fd14b5da,,,,,35.6,,,53.3,,
Cardboard Landscapes,Luigi Ghirri,39882,"(Italian, 1943–1992)",(Italian),(1943),(1992),(male),1971-73,Chromogenic print and offset lithograph on album page,"9 7/16 × 9 1/16"" (23.9 × 23 cm)",Gift of the artist,452.2013.33,Photograph,Photography,2013-05-09,Y,298913,https://www.moma.org/collection/works/298913,https://www.moma.org/media/W1siZiIsIjQ1NzAyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=899b0b384fcb5c34,,,5.0,,25.0,,,26.0,,
Untitled,Günther Förg,1940,"(German, 1952–2013)",(German),(1952),(2013),(male),(1989),Watercolor on paper,"13 7/8 x 11"" (35.2 x 27.9 cm)",Gift of R.L.B. Tobin and Mr. and Mrs. Bernard A. Greenberg,317.1989.2,Drawing,Drawings & Prints,1989-11-21,Y,86270,https://www.moma.org/collection/works/86270,https://www.moma.org/media/W1siZiIsIjI0Njk3NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bdc949f8077f8d45,,,,,35.2426,,,27.9401,,
Muzot #2,Richard Deacon,1456,"(British, born 1949)",(British),(1949),(0),(male),1987,Etching from a portfolio of two aquatints and two etchings,"composition and sheet: 25 3/16 x 25 1/4"" (64 x 64.2cm)",Contemporary Arts Council Fund,343.1987.2,Print,Drawings & Prints,1987-10-20,Y,67317,https://www.moma.org/collection/works/67317,https://www.moma.org/media/W1siZiIsIjI2MzIyMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2fc06f48b1a5912d,,,,,64.5,,,64.2,,
Plate (folio 8) from Strip Teeth,Horst Antes,194,"(German, born 1936)",(German),(1936),(0),(male),1964-1965,"Pochoir and die-cut, printed in color","Composition (irreg.): 11 5/8 × 8 3/4"" (29.6 × 22.3 cm)
Sheet: 17 1/2 × 14"" (44.5 × 35.6 cm)",Monroe Wheeler Fund,572.1966.6,Illustrated Book,Drawings & Prints,1966-11-03,N,18579,,,,,,,29.6,,,22.3,,
Radio,"Vladimir Mayakovsky, Unidentified Artist","11904, 23390","(Russian, 1893–1930) (Nationality unknown)",(Russian) (Nationality unknown),(1893) (0),(1930) (0),(male) (),c. 1920,Book with linoleum cut cover and one letterpress illustration,"page: 11 15/16 x 8 11/16"" (30.3 x 22 cm)",Gift of The Judith Rothschild Foundation,150.2001,Illustrated Book,Drawings & Prints,2001-01-24,Y,11950,https://www.moma.org/collection/works/11950,https://www.moma.org/media/W1siZiIsIjMwNjIxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=58d8efd1eebf7195,,,,,30.3,,,22.0,,
Jean-Pierre Aumont,Paul Colin,1185,"(French, 1892–1985)",(French),(1892),(1985),(male),1930s,Photolithograph,61 1/2 x 44 1/2,Gift of Bernard Davis,162.1950,Design,Architecture & Design,1950-04-24,Y,5409,https://www.moma.org/collection/works/5409,https://www.moma.org/media/W1siZiIsIjIxMjE0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=468240e371881555,,,,,156.2,,,113.0,,
Perspective Corrections,Jan Dibbets,1533,"(Dutch, born 1941)",(Dutch),(1941),(0),(male),1967–98,Gelatin silver print,"9 1/2 × 12"" (24.1 × 30.5 cm)",Anonymous gift,221.2014.1,Photograph,Photography,2014-05-08,Y,181742,https://www.moma.org/collection/works/181742,https://www.moma.org/media/W1siZiIsIjMxMjUwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=854247ba149fbc8e,,,,,24.1300482601,,,30.4800609601,,
Untitled from Untitled (Truth and Beauty),Matt Mullican,4160,"(American, born 1951)",(American),(1951),(0),(male),2009,One from a portfolio of eight etchings,"plate: 11 1/2 x 8 1/4"" (29.2 x 21 cm); sheet: 18 9/16 x 15 3/16"" (47.2 x 38.5 cm)",Gift of the staff of the Museum of Modern Art in honor of Deborah Wye,427.2010.1,Print,Drawings & Prints,2010-06-09,Y,139875,https://www.moma.org/collection/works/139875,https://www.moma.org/media/W1siZiIsIjE5NTI3MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ed1e093ac335fc9a,,,,,29.1,,,21.0,,
Stonehenge,Paul Caponigro,961,"(American, born 1932)",(American),(1932),(0),(male),c. 1967-72,Gelatin silver print,"18 5/8 × 13 1/8"" (47.5 × 33.2 cm)",Gift of Arthur M. Bullowa,80.1987,Photograph,Photography,1987-04-16,Y,45830,https://www.moma.org/collection/works/45830,https://www.moma.org/media/W1siZiIsIjI1OTM0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=847d78c48347ce42,,,,,47.5,,,33.2,,
Untitled from Women are Beautiful,Garry Winogrand,6399,"(American, 1928–1984)",(American),(1928),(1984),(male),1971,Gelatin silver print,"8 3/4 × 13 1/8"" (22.2 × 33.3 cm)",Purchase and gift of Barbara Schwartz in memory of Eugene M. Schwartz,828.2007,Photograph,Photography,2007-10-11,Y,111110,https://www.moma.org/collection/works/111110,https://www.moma.org/media/W1siZiIsIjE5MDc0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f85fecd50fc5f508,,,,,22.2,,,33.3,,
Untitled,Louise Nevelson,4278,"(American, born Ukraine. 1899–1988)",(American),(1899),(1988),(female),1963,Lithograph,"composition (irreg.): 10 1/2 × 14"" (26.7 × 35.5 cm); sheet: 11 × 14 15/16"" (27.9 × 38 cm)","Gift of Kleiner, Bell & Co.",1159.1967,Print,Drawings & Prints,1969-12-04,Y,75864,https://www.moma.org/collection/works/75864,https://www.moma.org/media/W1siZiIsIjE2NzcxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2ec88b5d2aa73848,,,,,26.7,,,35.5,,
"IIT Library and Administration Building, Chicago, IL",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1944—1945,,(101.6 x 127 cm.),"Mies van der Rohe Archive, gift of the architect",MR4404.550,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,455948,,,,,,,,,,,,
Untitled from the portfolio Color Guard Etcetera,Juan Hidalgo,6972,"(Spanish, born 1927)",(Spanish),(1927),(0),(male),1991,Lithograph,"Sheet and Composition: 3 9/16 x 26 11/16"" (9 x 67.8 cm)
",Purchase,10.1993.48,Print,Drawings & Prints,1993-01-18,N,101400,,,,,,,9.0,,,67.8,,
"Exposition Charles Lacoste, Salon des Cent",Charles Lacoste,3335,"(French, 1870–1959)",(French),(1870),(1959),(male),1898,Lithograph,"23 5/8 x 15 3/4"" (60 x 40 cm)",Gift of Ludwig Charell,163.1956,Design,Architecture & Design,1956-03-19,Y,5417,https://www.moma.org/collection/works/5417,https://www.moma.org/media/W1siZiIsIjM5ODE5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=f01f95951264b5f1,,,0.0,,60.0,,,40.0,,
No Title (The road you...),Raymond Pettibon,7500,"(American, born 1957)",(American),(1957),(0),(male),1995,Ink and colored ink on paper,"18 3/4 x 11 3/4"" (47.6 x 29.8 cm)",Gift from the Collection of Patricia and Morris Orden,434.2003,Drawing,Drawings & Prints,2004-02-10,Y,89523,https://www.moma.org/collection/works/89523,https://www.moma.org/media/W1siZiIsIjIyNzMzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2f91b927a68a7b8f,,,,,47.6251,,,29.8451,,
Electricité from the portfolio Electricité,Man Ray (Emmanuel Radnitzky),3716,"(American, 1890–1976)",(American),(1890),(1976),(male),1931,"Photogravure, printed 1931","10 1/4 × 8"" (26 × 20.4 cm)",Purchase,395.1942.10,Photograph,Photography,1942-12-29,Y,52487,https://www.moma.org/collection/works/52487,https://www.moma.org/media/W1siZiIsIjE4NDI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=296dd0c6f3184479,,,,,26.0,,,20.4,,
Woodcuts and Linoleum Blocks,Max Weber,6275,"(American, born Russia. 1881–1961)",(American),(1881),(1961),(male),1956.  (Prints executed 1910-1952).,"30 woodcuts and 3 linoleum cuts, printed in color; and supplementary portfolio +Five Prints by Max Weber- (see separate entry)","page  9 3/4 x 6 3/8"" (24 x 16.2 cm)
Prints:  various dimensions.",The Louis E. Stern Collection,1092.1964.1-33,Illustrated Book,Drawings & Prints,1964-10-06,N,31481,,,,,,,24.0,,,16.2,,
Pictorial ornament (page 93) from LYSISTRATA,František Kupka,3302,"(Czech, 1871–1957)",(Czech),(1871),(1957),(male),1908-1911,"Wood engraving, printed in black","irreg. composition  1 3/8 x 1"" (3.5 x 2.6 cm)",,310.1966.26,Illustrated Book,Drawings & Prints,1966-05-10,N,15199,,,,,,,3.5,,,2.6,,
Think,Bruce Nauman,4243,"(American, born 1941)",(American),(1941),(0),(male),1993,"Two color video monitors, two laser disc players, two laser discs (color, sound), and metal table",Dimensions variable,Gift of Werner and Elaine Dannheisser,195.1996.a-d,Sculpture,Painting & Sculpture,1996-04-09,Y,81117,https://www.moma.org/collection/works/81117,https://www.moma.org/media/W1siZiIsIjE1NzI0MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=244b41d02fe1b584,,,50.8,,203.2,,,76.2,,
First in the Fight,James Montgomery Flagg,1906,"(American, 1877–1960)",(American),(1877),(1960),(male),1914-1918,Gouache-lithograph,"42 x 28"" (106.7 x 71.1 cm)",Gift of Abby Aldrich Rockefeller,1583.1940,Design,Architecture & Design,1940-04-05,Y,8895,https://www.moma.org/collection/works/8895,https://www.moma.org/media/W1siZiIsIjUxNzI3MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0a139c6e18bdc607,,,,,106.7,,,71.1,,
Untitled,Martin Kippenberger,3111,"(German, 1953–1997)",(German),(1953),(1997),(male),1992,Ink and pencil on hotel stationery in artist's frame,"Sheet: 11 5/8 x 8 3/8"" (29.6 x 21.3 cm)
Frame: 17 1/2 x 13 3/4"" (44.5 x 34.9 cm)",Gift of R.L.B. Tobin,496.1992.8,Drawing,Drawings & Prints,1992-11-05,Y,37177,https://www.moma.org/collection/works/37177,https://www.moma.org/media/W1siZiIsIjk3MDU4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMTAyNHgxMDI0XHUwMDNlIl1d.jpg?sha=a8cae2118fe311c5,,,,,29.6,,,21.2725,,
Double page plate (folios 7 verso and 8) from La Fin du monde filmée par l'ange de N.-D. (The End of the World Filmed by the Angel of Notre Dame),Fernand Léger,6624,"(French, 1881–1955)",(French),(1881),(1955),(male),1919,Line block and pochoir from an illustrated book with twenty-two pochoirs (six with line block) and two line blocks on front and back covers,"composition (irreg.): 12 1/2 × 17 13/16"" (31.7 × 45.2 cm); page (each): 12 1/2 × 9 15/16"" (31.7 × 25.2 cm)",The Louis E. Stern Collection,887.1964.6,Illustrated Book,Drawings & Prints,1964-10-06,Y,27250,https://www.moma.org/collection/works/27250,https://www.moma.org/media/W1siZiIsIjQ3MDczMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8c08ff9141a82b85,,,,,31.7,,,45.2,,
"Casa La Villa, La Dehesa, Chile",Juan Baixas,45185,"(Chilean, born 1942)",(Chilean),(1942),(0),(male),1980,Pencil and ink on paper,".a: 8 1/2 x 13"" (21.6 x 33 cm)
.b (photocopy): 8 1/2 x 13"" (21.6 x 33 cm)",Gift of the Juan Ignacio Baixas Archive,668.2014.1.a-b,Architecture,Architecture & Design,2014-10-06,Y,184870,https://www.moma.org/collection/works/184870,,,,,,21.5900431801,,,33.0200660401,,
"Building as Classifier, project",Mario Gandelsonas,44767,"(American, born Argentina, 1938)",(American),(1938),(0),(male),1970-1976,Ink and colored pencil on vellum,"26 1/2 x 26 1/2"" (67.3 x 67.3 cm)",Gift of Mario Gandelsonas and Diana Agrest,300.2014,Architecture,Architecture & Design,2014-05-19,N,179622,,,,,,,67.3101346203,,,67.3101346203,,
Map of Connecticut and Long Island,Louise Bourgeois,710,"(American, born France. 1911–2010)",(American),(1911),(2010),(female),2001,"Etching and engraving, with hand additions","plate: 12 7/8 × 9 15/16"" (32.7 × 25.3 cm); sheet: 17 1/8 x 11 1/8"" (43.5 x 28.3 cm)",Gift of the artist,1081.2008,Print,Drawings & Prints,2008-06-18,Y,84614,https://www.moma.org/collection/works/84614,https://www.moma.org/media/W1siZiIsIjE2MTQ3OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ad6c1910e3e596cc,,,,,32.7,,,25.3,,
"American Association of Railroads Complex, Chicago, IL (East elevation. Structural detail. Section.)",Ludwig Mies van der Rohe,7166,"(American, born Germany. 1886–1969)",(American),(1886),(1969),(male),1948—1956,Pencil on paper,(37.5 x 94.6 cm.),"Mies van der Rohe Archive, gift of the architect",MR4805.83,Mies van der Rohe Archive,Architecture & Design,1968-04-11,N,455265,,,,,,,,,,,,
Inclined Plane Puzzle,George Brecht,756,"(American, 1926–2008)",(American),(1926),(2008),(male),c. 1965,Offset card,"sheet: 1 9/16 × 3 9/16"" (3.9 × 9.1 cm)",The Gilbert and Lila Silverman Fluxus Collection Gift,3997.2008.x1-x4,Print,Drawings & Prints,2008-10-08,N,222707,,,,,,,3.9,,,9.1,,
Signalement 1963,,,,,,,,,U-Matic Tape,,The Gilbert and Lila Silverman Fluxus Collection Gift,FC3658.a-b,Video,Fluxus Collection,2008-10-08,N,137645,,,,,0.0,,0.0,,,0.0,,
We are all packed and ready to move,"Rolf Harder, Rolf Harder & Associates Inc.","32655, 32658","(Canadian, born Germany, 1929–2013) (est. 1978)",(Canadian) (),(1929) (1978),(2013) (0),(male) (),1992,Lithograph,"9 1/8 x 4"" (23.2 x 10.2 cm)",Gift of the designer,431.2007,Design,Architecture & Design,2007-06-05,Y,109103,https://www.moma.org/collection/works/109103,https://www.moma.org/media/W1siZiIsIjE3MjI5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=70721af75dd58327,,,,,23.1775,,,10.16,,
Stool,Roman Signer,7824,"(Swiss, born 1938)",(Swiss),(1938),(0),(male),1983,"Super 8mm film transferred to video (color, silent)",2 min.,Committee on Media Funds,1284.2007,Video,Media and Performance,2007-12-10,Y,114629,https://www.moma.org/collection/works/114629,https://www.moma.org/media/W1siZiIsIjE0NjMxNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=578a03d77cc987dd,,,,,,,,,,120.0
Aquatique I,Nono Reinhold,4857,"(Dutch, born 1929)",(Dutch),(1929),(0),(female),1981,Etching and aquatint,"plate  3 1/4 x 3 1/4"" (8.3 x 8.2 cm)
sheet  13 x 10 1/16"" (33 x 25.6 cm)",Blanchette Hooker Rockefeller Fund,15.1988,Print,Drawings & Prints,1988-01-19,Y,59979,https://www.moma.org/collection/works/59979,,,,,,8.3,,,8.2,,
